drug,state_code,state_name,zip_code,code,q1,q2,q3,q4
9300 - MORPHINE,FL,FLORIDA,338,338,5841.96,5746.70,5529.34,5562.19
9300 - MORPHINE,FL,FLORIDA,339,339,13957.54,13248.67,13565.48,14042.48
9300 - MORPHINE,FL,FLORIDA,341,341,4519.05,4453.39,4358.60,4459.11
9300 - MORPHINE,FL,FLORIDA,342,342,14862.65,14660.79,14383.55,14542.50
9300 - MORPHINE,FL,FLORIDA,344,344,8887.35,8839.71,8785.59,8623.01
9300 - MORPHINE,FL,FLORIDA,346,346,19060.31,18492.06,19074.38,18475.33
9300 - MORPHINE,FL,FLORIDA,347,347,7628.53,7110.64,7187.97,6903.91
9300 - MORPHINE,FL,FLORIDA,349,349,12235.37,11522.64,11281.89,10994.20
9300 - MORPHINE,GA,GEORGIA,300,300,15983.69,15511.95,15155.97,15421.95
9300 - MORPHINE,GA,GEORGIA,301,301,11858.54,11715.49,11863.54,11497.92
9300 - MORPHINE,GA,GEORGIA,302,302,7257.63,7503.13,7814.49,7406.17
9300 - MORPHINE,GA,GEORGIA,303,303,4490.21,4142.68,4273.06,4156.36
9300 - MORPHINE,GA,GEORGIA,304,304,1751.84,1677.36,1683.08,1600.48
9300 - MORPHINE,GA,GEORGIA,305,305,6774.46,6491.33,6867.66,6470.61
9300 - MORPHINE,GA,GEORGIA,306,306,3009.69,2820.47,2913.86,2725.32
9300 - MORPHINE,GA,GEORGIA,307,307,2306.78,2134.45,2154.53,2117.34
9300 - MORPHINE,GA,GEORGIA,308,308,1686.40,1640.80,1482.82,1581.36
9300 - MORPHINE,GA,GEORGIA,309,309,2829.00,2804.88,2725.81,2320.69
9300 - MORPHINE,GA,GEORGIA,310,310,4585.14,4309.55,4503.35,4207.52
9300 - MORPHINE,GA,GEORGIA,312,312,1719.06,1747.52,1484.36,1414.35
9300 - MORPHINE,GA,GEORGIA,313,313,1558.99,1452.29,1533.57,1363.64
9300 - MORPHINE,GA,GEORGIA,314,314,1921.66,1831.89,1783.86,1914.34
9300 - MORPHINE,GA,GEORGIA,315,315,2926.08,2948.82,3037.20,2976.58
9300 - MORPHINE,GA,GEORGIA,316,316,2734.21,2408.94,2512.64,2509.28
9300 - MORPHINE,GA,GEORGIA,317,317,2706.80,2541.43,2487.54,2612.34
9300 - MORPHINE,GA,GEORGIA,318,318,366.18,349.83,405.06,362.74
9300 - MORPHINE,GA,GEORGIA,319,319,2291.53,2457.35,2519.45,2190.60
9300 - MORPHINE,GA,GEORGIA,398,398,660.61,627.92,734.28,693.86
9300 - MORPHINE,GU,GUAM,969,969,673.81,663.97,682.85,670.71
9300 - MORPHINE,HI,HAWAII,967,967,8103.78,7530.09,7359.72,7336.57
9300 - MORPHINE,HI,HAWAII,968,968,5021.57,4408.33,3918.60,4084.68
9300 - MORPHINE,IA,IOWA,500,500,1818.94,1586.31,1684.22,1666.85
9300 - MORPHINE,IA,IOWA,501,501,1553.23,1564.54,1458.68,1618.82
9300 - MORPHINE,IA,IOWA,502,502,1322.57,1391.06,1338.12,1352.48
9300 - MORPHINE,IA,IOWA,503,503,3364.61,3149.53,3390.67,3463.90
9300 - MORPHINE,IA,IOWA,504,504,770.21,724.04,764.49,749.82
9300 - MORPHINE,IA,IOWA,505,505,1155.13,1042.02,1073.23,1189.04
9300 - MORPHINE,IA,IOWA,506,506,751.19,778.97,628.08,776.51
9300 - MORPHINE,IA,IOWA,507,507,664.32,698.89,648.27,673.09
9300 - MORPHINE,IA,IOWA,508,508,330.03,350.27,365.80,312.31
9300 - MORPHINE,IA,IOWA,510,510,365.35,445.27,394.52,392.24
9300 - MORPHINE,IA,IOWA,511,511,964.69,984.25,982.90,921.20
9300 - MORPHINE,IA,IOWA,512,512,240.95,211.75,212.20,256.22
9300 - MORPHINE,IA,IOWA,513,513,354.67,314.74,304.00,427.70
9300 - MORPHINE,IA,IOWA,514,514,457.28,407.92,487.80,407.09
9300 - MORPHINE,IA,IOWA,515,515,801.09,813.57,824.27,831.52
9300 - MORPHINE,IA,IOWA,516,516,127.14,110.77,110.78,136.91
9300 - MORPHINE,IA,IOWA,520,520,1061.95,875.16,1057.52,928.68
9300 - MORPHINE,IA,IOWA,521,521,301.30,274.69,279.56,288.11
9300 - MORPHINE,IA,IOWA,522,522,1264.55,1157.63,1162.02,1291.86
9300 - MORPHINE,IA,IOWA,523,523,513.74,468.88,574.64,546.57
9300 - MORPHINE,IA,IOWA,524,524,1083.80,1095.09,969.35,1075.34
9300 - MORPHINE,IA,IOWA,525,525,1084.40,1042.77,1051.60,1079.40
9300 - MORPHINE,IA,IOWA,526,526,878.09,924.97,974.53,1057.19
9300 - MORPHINE,IA,IOWA,527,527,952.00,787.84,848.85,877.79
9300 - MORPHINE,IA,IOWA,528,528,1292.51,1263.93,1212.71,1135.98
9300 - MORPHINE,ID,IDAHO,832,832,2277.90,2068.94,2154.44,2214.91
9300 - MORPHINE,ID,IDAHO,833,833,1874.46,1750.45,1852.24,1705.92
9300 - MORPHINE,ID,IDAHO,834,834,1468.80,1338.00,1432.87,1412.83
9300 - MORPHINE,ID,IDAHO,835,835,999.58,1009.75,1049.45,1050.52
9300 - MORPHINE,ID,IDAHO,836,836,5637.77,5729.95,5305.69,5457.79
9300 - MORPHINE,ID,IDAHO,837,837,3796.25,3662.11,3920.44,3752.03
9300 - MORPHINE,ID,IDAHO,838,838,3031.02,3219.46,3039.08,3137.66
9300 - MORPHINE,IL,ILLINOIS,600,600,16073.37,15399.24,14300.38,15013.84
9300 - MORPHINE,IL,ILLINOIS,601,601,6921.86,6380.99,6169.59,6276.79
9300 - MORPHINE,IL,ILLINOIS,602,602,188.73,256.47,200.94,185.88
9300 - MORPHINE,IL,ILLINOIS,603,603,395.52,362.20,348.79,338.54
9300 - MORPHINE,IL,ILLINOIS,604,604,8246.23,8335.62,7755.77,8384.23
9300 - MORPHINE,IL,ILLINOIS,605,605,4570.89,4203.25,4172.95,4282.61
9300 - MORPHINE,IL,ILLINOIS,606,606,8150.45,7780.62,7625.09,7657.36
9300 - MORPHINE,IL,ILLINOIS,607,607,754.29,683.22,707.72,672.66
9300 - MORPHINE,IL,ILLINOIS,608,608,403.21,455.41,396.43,385.42
9300 - MORPHINE,IL,ILLINOIS,609,609,1431.09,1231.51,1362.16,1253.34
9300 - MORPHINE,IL,ILLINOIS,610,610,2281.55,2206.92,2232.21,2195.80
9300 - MORPHINE,IL,ILLINOIS,611,611,2694.52,2515.84,2590.33,2502.49
9300 - MORPHINE,IL,ILLINOIS,612,612,1219.78,1172.28,1186.78,1339.36
9300 - MORPHINE,IL,ILLINOIS,613,613,905.08,780.99,892.17,897.72
9300 - MORPHINE,IL,ILLINOIS,614,614,693.46,658.36,753.00,873.00
9300 - MORPHINE,IL,ILLINOIS,615,615,1414.70,1187.43,1440.27,1190.17
9300 - MORPHINE,IL,ILLINOIS,616,616,2952.24,2583.83,2577.95,2527.36
9300 - MORPHINE,IL,ILLINOIS,617,617,1416.18,1298.98,1392.11,1556.38
9300 - MORPHINE,IL,ILLINOIS,618,618,2049.35,1934.30,1934.20,2053.26
9300 - MORPHINE,IL,ILLINOIS,619,619,686.92,649.26,607.69,577.58
9300 - MORPHINE,IL,ILLINOIS,620,620,2418.53,2383.48,2561.45,2537.60
9300 - MORPHINE,IL,ILLINOIS,622,622,2876.78,2716.67,2664.77,2629.86
9300 - MORPHINE,IL,ILLINOIS,623,623,946.88,881.06,926.49,979.21
9300 - MORPHINE,IL,ILLINOIS,624,624,822.72,860.78,842.75,859.13
9300 - MORPHINE,IL,ILLINOIS,625,625,1445.83,1428.72,1157.07,1346.76
9300 - MORPHINE,IL,ILLINOIS,626,626,978.87,1156.15,1072.54,1072.16
9300 - MORPHINE,IL,ILLINOIS,627,627,1298.84,1175.89,1352.56,1364.65
9300 - MORPHINE,IL,ILLINOIS,628,628,1491.26,1493.99,1553.82,1622.64
9300 - MORPHINE,IL,ILLINOIS,629,629,2849.55,2678.61,2744.28,3095.15
9300 - MORPHINE,IN,INDIANA,460,460,4247.29,4375.63,4116.65,4352.70
9300 - MORPHINE,IN,INDIANA,461,461,5874.66,5479.67,5715.37,5835.24
9300 - MORPHINE,IN,INDIANA,462,462,10308.93,9610.59,9468.46,9217.23
9300 - MORPHINE,IN,INDIANA,463,463,5184.45,4967.53,5091.24,4599.88
9300 - MORPHINE,IN,INDIANA,464,464,432.29,407.89,467.07,378.07
9300 - MORPHINE,IN,INDIANA,465,465,3760.86,3569.07,3598.79,3643.80
9300 - MORPHINE,IN,INDIANA,466,466,1223.07,1218.31,1082.54,1283.54
9300 - MORPHINE,IN,INDIANA,467,467,2355.74,2201.40,2214.42,2205.65
9300 - MORPHINE,IN,INDIANA,468,468,3322.12,3496.19,3381.84,3380.52
9300 - MORPHINE,IN,INDIANA,469,469,3324.75,3194.25,3036.11,3054.75
9300 - MORPHINE,IN,INDIANA,470,470,1049.82,1065.46,1036.99,1040.69
9300 - MORPHINE,IN,INDIANA,471,471,2665.99,2686.31,2659.33,2621.40
9300 - MORPHINE,IN,INDIANA,472,472,1471.12,1540.91,1481.43,1585.28
9300 - MORPHINE,IN,INDIANA,473,473,4166.05,4026.71,3900.61,3989.33
9300 - MORPHINE,IN,INDIANA,474,474,1707.20,1630.62,1774.28,1887.12
9300 - MORPHINE,IN,INDIANA,475,475,1328.31,1312.06,1272.33,1323.91
9300 - MORPHINE,IN,INDIANA,476,476,960.73,935.02,756.72,864.29
9300 - MORPHINE,IN,INDIANA,477,477,2719.14,2324.95,2531.11,2237.69
9300 - MORPHINE,IN,INDIANA,478,478,1292.43,1123.70,1011.61,1080.91
9300 - MORPHINE,IN,INDIANA,479,479,1692.61,1427.27,1497.98,1571.16
9300 - MORPHINE,KS,KANSAS,660,660,4325.69,4075.11,4335.71,4301.22
9300 - MORPHINE,KS,KANSAS,661,661,973.62,946.39,879.02,922.01
9300 - MORPHINE,KS,KANSAS,662,662,5034.07,4754.06,4736.10,5200.11
9300 - MORPHINE,KS,KANSAS,664,664,494.29,426.32,512.18,428.96
9300 - MORPHINE,KS,KANSAS,665,665,959.61,913.25,882.25,924.03
9300 - MORPHINE,KS,KANSAS,666,666,2324.57,2341.15,2332.10,2578.92
9300 - MORPHINE,KS,KANSAS,667,667,1709.31,1603.11,1548.61,1625.56
9300 - MORPHINE,KS,KANSAS,668,668,550.04,542.82,589.66,539.40
9300 - MORPHINE,KS,KANSAS,669,669,467.00,394.36,410.53,422.08
9300 - MORPHINE,KS,KANSAS,670,670,1639.27,1663.57,1594.37,1660.50
9300 - MORPHINE,KS,KANSAS,671,671,1014.14,930.84,893.49,1039.75
9300 - MORPHINE,KS,KANSAS,672,672,5279.97,5207.68,5091.92,5263.68
9300 - MORPHINE,KS,KANSAS,673,673,1075.28,992.01,927.93,976.17
9300 - MORPHINE,KS,KANSAS,674,674,1717.00,1557.55,1595.99,1641.08
9300 - MORPHINE,KS,KANSAS,675,675,1082.56,1097.69,1018.99,1085.94
9300 - MORPHINE,KS,KANSAS,676,676,704.82,710.12,681.95,671.55
9300 - MORPHINE,KS,KANSAS,677,677,420.99,443.33,430.63,409.65
9300 - MORPHINE,KS,KANSAS,678,678,731.40,661.83,720.98,694.92
9300 - MORPHINE,KS,KANSAS,679,679,296.81,254.17,280.47,300.27
9300 - MORPHINE,KY,KENTUCKY,400,400,1069.75,1094.87,1047.16,1078.30
9300 - MORPHINE,KY,KENTUCKY,401,401,843.22,709.87,764.03,690.09
9300 - MORPHINE,KY,KENTUCKY,402,402,5030.07,4565.91,5084.96,5055.15
9300 - MORPHINE,KY,KENTUCKY,403,403,2060.46,1979.63,1997.39,1952.35
9300 - MORPHINE,KY,KENTUCKY,404,404,933.49,711.49,823.69,870.04
9300 - MORPHINE,KY,KENTUCKY,405,405,2634.28,2688.32,2314.53,2342.01
9300 - MORPHINE,KY,KENTUCKY,406,406,272.86,231.44,268.38,240.56
9300 - MORPHINE,KY,KENTUCKY,407,407,1093.69,824.11,855.60,807.95
9300 - MORPHINE,KY,KENTUCKY,408,408,274.86,241.38,187.36,231.09
9300 - MORPHINE,KY,KENTUCKY,409,409,451.86,466.80,453.49,450.49
9300 - MORPHINE,KY,KENTUCKY,410,410,3918.25,3776.58,3725.59,3843.68
9300 - MORPHINE,KY,KENTUCKY,411,411,591.47,538.37,537.75,632.64
9300 - MORPHINE,KY,KENTUCKY,412,412,197.67,185.78,191.80,208.02
9300 - MORPHINE,KY,KENTUCKY,413,413,250.48,206.60,230.98,214.43
9300 - MORPHINE,KY,KENTUCKY,414,414,162.02,150.25,152.39,166.23
9300 - MORPHINE,KY,KENTUCKY,415,415,339.75,320.64,298.06,251.63
9300 - MORPHINE,KY,KENTUCKY,416,416,373.76,294.93,296.33,259.32
9300 - MORPHINE,KY,KENTUCKY,417,417,852.95,935.01,915.45,849.35
9300 - MORPHINE,KY,KENTUCKY,418,418,164.42,106.48,128.22,108.95
9300 - MORPHINE,KY,KENTUCKY,420,420,2155.56,2183.38,2047.30,1793.33
9300 - MORPHINE,KY,KENTUCKY,421,421,1975.25,1877.46,1762.86,1780.80
9300 - MORPHINE,KY,KENTUCKY,422,422,950.65,914.67,954.57,865.18
9300 - MORPHINE,KY,KENTUCKY,423,423,1364.97,1170.12,1242.65,1228.29
9300 - MORPHINE,KY,KENTUCKY,424,424,1334.33,1107.38,1240.83,1254.21
9300 - MORPHINE,KY,KENTUCKY,425,425,498.23,555.15,466.17,436.62
9300 - MORPHINE,KY,KENTUCKY,426,426,418.58,422.29,410.59,372.14
9300 - MORPHINE,KY,KENTUCKY,427,427,1560.24,1554.61,1522.23,1582.84
9300 - MORPHINE,LA,LOUISIANA,700,700,3766.60,3243.54,3495.59,3269.45
9300 - MORPHINE,LA,LOUISIANA,701,701,3560.17,2665.73,3490.13,2612.94
9300 - MORPHINE,LA,LOUISIANA,703,703,1225.66,1058.82,1107.62,1055.08
9300 - MORPHINE,LA,LOUISIANA,704,704,3916.39,4120.88,3989.41,3964.44
9300 - MORPHINE,LA,LOUISIANA,705,705,4316.90,4116.61,4424.76,3911.37
9300 - MORPHINE,LA,LOUISIANA,706,706,1809.32,1480.43,1427.85,1466.72
9300 - MORPHINE,LA,LOUISIANA,707,707,4139.14,3759.77,3921.27,3686.82
9300 - MORPHINE,LA,LOUISIANA,708,708,3107.35,2913.62,2974.42,2783.51
9300 - MORPHINE,LA,LOUISIANA,710,710,1282.20,1279.47,1191.76,1212.85
9300 - MORPHINE,LA,LOUISIANA,711,711,5110.74,4565.76,4867.79,4588.79
9300 - MORPHINE,LA,LOUISIANA,712,712,1840.32,2050.26,1833.34,1632.73
9300 - MORPHINE,LA,LOUISIANA,713,713,2866.97,2757.93,2596.74,2825.97
9300 - MORPHINE,LA,LOUISIANA,714,714,1600.94,1601.30,1630.28,1606.46
9300 - MORPHINE,MA,MASSACHUSETTS,010,10,5529.55,5429.79,5185.16,5102.46
9300 - MORPHINE,MA,MASSACHUSETTS,011,11,2247.83,2106.03,2190.57,2276.99
9300 - MORPHINE,MA,MASSACHUSETTS,012,12,887.08,925.48,874.92,928.90
9300 - MORPHINE,MA,MASSACHUSETTS,013,13,1083.49,1044.36,1038.77,1058.55
9300 - MORPHINE,MA,MASSACHUSETTS,014,14,1793.52,1680.44,1627.12,1653.49
9300 - MORPHINE,MA,MASSACHUSETTS,015,15,2342.97,2142.54,2040.01,2019.20
9300 - MORPHINE,MA,MASSACHUSETTS,016,16,1492.70,1453.25,1382.76,1490.32
9300 - MORPHINE,MA,MASSACHUSETTS,017,17,3178.65,3248.14,2555.07,2993.77
9300 - MORPHINE,MA,MASSACHUSETTS,018,18,6200.11,6382.88,7441.99,10247.02
9300 - MORPHINE,MA,MASSACHUSETTS,019,19,2417.42,2465.60,2175.97,2278.10
9300 - MORPHINE,MA,MASSACHUSETTS,020,20,1759.89,1927.36,1771.11,1772.92
9300 - MORPHINE,MA,MASSACHUSETTS,021,21,5645.34,5005.86,5001.83,4961.25
9300 - MORPHINE,MA,MASSACHUSETTS,022,22,701.13,828.97,740.13,537.43
9300 - MORPHINE,MA,MASSACHUSETTS,023,23,2941.46,3128.44,2861.81,3059.08
9300 - MORPHINE,MA,MASSACHUSETTS,024,24,747.41,821.90,777.47,873.63
9300 - MORPHINE,MA,MASSACHUSETTS,025,25,931.55,1101.48,913.63,996.04
9300 - MORPHINE,MA,MASSACHUSETTS,026,26,1332.26,1310.64,1410.86,1300.86
9300 - MORPHINE,MA,MASSACHUSETTS,027,27,6945.19,6941.23,6870.88,6403.59
9300 - MORPHINE,MD,MARYLAND,206,206,3033.39,3049.10,3026.94,2968.01
9300 - MORPHINE,MD,MARYLAND,207,207,3822.47,3499.08,3422.54,3431.37
9300 - MORPHINE,MD,MARYLAND,208,208,3616.68,4369.89,3646.22,3236.37
9300 - MORPHINE,MD,MARYLAND,209,209,687.55,772.48,653.85,611.22
9300 - MORPHINE,MD,MARYLAND,210,210,8910.58,7986.34,8233.47,8005.99
9300 - MORPHINE,MD,MARYLAND,211,211,3431.85,3603.19,3528.18,3639.55
9300 - MORPHINE,MD,MARYLAND,212,212,11358.81,10562.84,10680.34,10649.20
9300 - MORPHINE,MD,MARYLAND,214,214,817.32,686.74,767.40,689.89
9300 - MORPHINE,MD,MARYLAND,215,215,1349.07,1276.82,1215.31,1189.30
9300 - MORPHINE,MD,MARYLAND,216,216,1891.31,1938.31,1960.64,1898.33
9300 - MORPHINE,MD,MARYLAND,217,217,5562.99,5920.85,5213.78,5052.21
9300 - MORPHINE,MD,MARYLAND,218,218,1765.54,1534.74,1659.71,1701.18
9300 - MORPHINE,MD,MARYLAND,219,219,1785.92,1784.85,1799.02,1566.45
9300 - MORPHINE,ME,MAINE,039,39,198.32,220.21,178.92,188.61
9300 - MORPHINE,ME,MAINE,040,40,2694.29,2720.11,2880.75,3017.68
9300 - MORPHINE,ME,MAINE,041,41,887.84,996.28,855.96,1020.50
9300 - MORPHINE,ME,MAINE,042,42,1215.86,1259.61,1224.60,1235.38
9300 - MORPHINE,ME,MAINE,043,43,1850.50,1818.70,1839.13,1888.56
9300 - MORPHINE,ME,MAINE,044,44,1070.47,1030.73,1102.52,1089.04
9300 - MORPHINE,ME,MAINE,045,45,343.86,373.36,416.24,354.48
9300 - MORPHINE,ME,MAINE,046,46,512.99,535.29,555.23,528.58
9300 - MORPHINE,ME,MAINE,047,47,568.84,489.38,501.23,516.51
9300 - MORPHINE,ME,MAINE,048,48,335.05,445.00,384.18,384.24
9300 - MORPHINE,ME,MAINE,049,49,1983.49,1992.63,1986.40,1918.72
9300 - MORPHINE,MI,MICHIGAN,480,480,14454.22,13830.96,13739.59,13539.42
9300 - MORPHINE,MI,MICHIGAN,481,481,15071.99,13877.21,13790.07,14561.78
9300 - MORPHINE,MI,MICHIGAN,482,482,6956.36,7683.81,7827.23,7153.24
9300 - MORPHINE,MI,MICHIGAN,483,483,9901.14,10022.12,9845.26,9969.11
9300 - MORPHINE,MI,MICHIGAN,484,484,5014.08,4699.02,4733.21,4446.33
9300 - MORPHINE,MI,MICHIGAN,485,485,2267.75,2093.93,1989.73,2026.84
9300 - MORPHINE,MI,MICHIGAN,486,486,7847.88,7397.33,7657.24,7389.97
9300 - MORPHINE,MI,MICHIGAN,487,487,3726.33,3672.49,3686.86,3549.33
9300 - MORPHINE,MI,MICHIGAN,488,488,6875.14,6405.56,6272.94,6333.74
9300 - MORPHINE,MI,MICHIGAN,489,489,2858.85,3047.30,2785.77,2956.59
9300 - MORPHINE,MI,MICHIGAN,490,490,10340.41,9608.99,9646.29,9871.41
9300 - MORPHINE,MI,MICHIGAN,491,491,1245.16,1276.93,1311.30,1275.09
9300 - MORPHINE,MI,MICHIGAN,492,492,3644.81,3388.16,3254.15,3214.10
9300 - MORPHINE,MI,MICHIGAN,493,493,2525.31,2352.80,2457.79,2547.83
9300 - MORPHINE,MI,MICHIGAN,494,494,6272.59,6014.64,5825.84,6006.74
9300 - MORPHINE,MI,MICHIGAN,495,495,4853.55,4563.60,4567.05,5056.65
9300 - MORPHINE,MI,MICHIGAN,496,496,5773.95,5150.03,5313.81,5132.20
9300 - MORPHINE,MI,MICHIGAN,497,497,4691.13,4675.70,5034.49,4789.45
9300 - MORPHINE,MI,MICHIGAN,498,498,2491.23,2382.26,2433.91,2433.84
9300 - MORPHINE,MI,MICHIGAN,499,499,778.72,756.34,729.04,708.93
9300 - MORPHINE,MN,MINNESOTA,550,550,3359.37,3339.04,3311.41,3323.08
9300 - MORPHINE,MN,MINNESOTA,551,551,4343.59,5562.05,3300.69,4057.67
9300 - MORPHINE,MN,MINNESOTA,553,553,3753.74,3943.26,3832.43,3863.10
9300 - MORPHINE,MN,MINNESOTA,554,554,6912.18,6891.66,6806.73,7157.49
9300 - MORPHINE,MN,MINNESOTA,556,556,124.79,105.13,124.23,129.15
9300 - MORPHINE,MN,MINNESOTA,557,557,1127.89,1168.28,1227.94,1222.17
9300 - MORPHINE,MN,MINNESOTA,558,558,813.84,871.45,918.08,910.85
9300 - MORPHINE,MN,MINNESOTA,559,559,1464.46,1085.77,1210.98,1372.29
9300 - MORPHINE,MN,MINNESOTA,560,560,1036.70,1009.73,974.18,1101.81
9300 - MORPHINE,MN,MINNESOTA,561,561,551.00,447.52,414.73,530.28
9300 - MORPHINE,MN,MINNESOTA,562,562,652.21,640.24,575.33,718.21
9300 - MORPHINE,MN,MINNESOTA,563,563,2586.81,2545.51,2471.45,2722.27
9300 - MORPHINE,MN,MINNESOTA,564,564,1067.84,921.47,950.82,1101.74
9300 - MORPHINE,MN,MINNESOTA,565,565,859.79,865.94,852.83,860.47
9300 - MORPHINE,MN,MINNESOTA,566,566,542.09,458.38,546.98,488.60
9300 - MORPHINE,MN,MINNESOTA,567,567,442.49,381.07,378.47,432.63
9300 - MORPHINE,MO,MISSOURI,630,630,6136.32,5967.89,5831.96,5847.99
9300 - MORPHINE,MO,MISSOURI,631,631,10626.57,10993.48,10386.06,10526.51
9300 - MORPHINE,MO,MISSOURI,633,633,3858.36,3861.00,3875.00,3644.89
9300 - MORPHINE,MO,MISSOURI,634,634,481.69,455.40,509.03,498.09
9300 - MORPHINE,MO,MISSOURI,635,635,891.29,844.24,894.24,911.35
9300 - MORPHINE,MO,MISSOURI,636,636,1630.67,1560.46,1622.83,1590.30
9300 - MORPHINE,MO,MISSOURI,637,637,1003.82,894.06,928.11,995.01
9300 - MORPHINE,MO,MISSOURI,638,638,1026.67,975.68,994.94,955.45
9300 - MORPHINE,MO,MISSOURI,639,639,840.55,841.24,921.03,825.05
9300 - MORPHINE,MO,MISSOURI,640,640,5394.04,5305.74,5227.60,5480.15
9300 - MORPHINE,MO,MISSOURI,641,641,3856.61,3401.53,3532.99,3503.81
9300 - MORPHINE,MO,MISSOURI,644,644,543.85,409.69,517.96,504.88
9300 - MORPHINE,MO,MISSOURI,645,645,995.85,911.23,989.44,918.39
9300 - MORPHINE,MO,MISSOURI,646,646,498.28,534.38,512.50,530.64
9300 - MORPHINE,MO,MISSOURI,647,647,1408.41,1371.54,1298.14,1434.18
9300 - MORPHINE,MO,MISSOURI,648,648,2220.33,2116.93,2085.46,2078.87
9300 - MORPHINE,MO,MISSOURI,650,650,1163.08,1221.63,1114.73,1119.43
9300 - MORPHINE,MO,MISSOURI,651,651,798.75,753.34,819.51,902.91
9300 - MORPHINE,MO,MISSOURI,652,652,3135.14,3168.73,2907.13,3307.10
9300 - MORPHINE,MO,MISSOURI,653,653,602.70,603.43,605.06,564.63
9300 - MORPHINE,MO,MISSOURI,654,654,1014.67,913.48,1073.75,985.71
9300 - MORPHINE,MO,MISSOURI,655,655,1423.14,1453.87,1664.38,1609.65
9300 - MORPHINE,MO,MISSOURI,656,656,2890.85,2847.99,2872.25,2907.78
9300 - MORPHINE,MO,MISSOURI,657,657,4945.09,5571.84,5096.06,5006.69
9300 - MORPHINE,MO,MISSOURI,658,658,4513.40,4351.39,4161.46,4335.27
9300 - MORPHINE,MS,MISSISSIPPI,386,386,2883.86,2638.36,2520.83,2675.35
9300 - MORPHINE,MS,MISSISSIPPI,387,387,273.83,334.48,340.50,290.26
9300 - MORPHINE,MS,MISSISSIPPI,388,388,2574.47,2493.66,2401.16,2336.83
9300 - MORPHINE,MS,MISSISSIPPI,389,389,448.90,446.43,444.50,480.39
9300 - MORPHINE,MS,MISSISSIPPI,390,390,1534.72,1607.79,1653.53,1459.01
9300 - MORPHINE,MS,MISSISSIPPI,391,391,3746.64,5450.67,4363.69,6656.52
9300 - MORPHINE,MS,MISSISSIPPI,392,392,2332.82,2112.72,2151.93,2081.86
9300 - MORPHINE,MS,MISSISSIPPI,393,393,1888.42,1898.49,1821.38,1766.96
9300 - MORPHINE,MS,MISSISSIPPI,394,394,3609.08,3344.57,3551.15,3821.34
9300 - MORPHINE,MS,MISSISSIPPI,395,395,3418.60,3005.11,2983.43,2923.07
9300 - MORPHINE,MS,MISSISSIPPI,396,396,1303.95,1223.91,1122.28,982.09
9300 - MORPHINE,MS,MISSISSIPPI,397,397,743.44,697.55,693.28,595.72
9300 - MORPHINE,MT,MONTANA,590,590,719.80,790.26,675.90,713.12
9300 - MORPHINE,MT,MONTANA,591,591,2305.36,2082.76,2386.35,2201.11
9300 - MORPHINE,MT,MONTANA,592,592,462.69,399.91,368.79,382.21
9300 - MORPHINE,MT,MONTANA,593,593,345.07,326.21,401.16,410.82
9300 - MORPHINE,MT,MONTANA,594,594,1329.38,1326.93,1417.45,1163.40
9300 - MORPHINE,MT,MONTANA,595,595,234.44,225.08,273.26,237.48
9300 - MORPHINE,MT,MONTANA,596,596,1151.12,1128.40,1091.63,1122.95
9300 - MORPHINE,MT,MONTANA,597,597,1498.71,1485.04,1388.98,1531.47
9300 - MORPHINE,MT,MONTANA,598,598,1965.41,1881.22,1898.65,1804.19
9300 - MORPHINE,MT,MONTANA,599,599,1793.38,1838.09,1776.98,1768.40
9300 - MORPHINE,NC,NORTH CAROLINA,270,270,2811.68,2647.76,2471.31,2634.22
9300 - MORPHINE,NC,NORTH CAROLINA,271,271,2520.90,2235.35,2333.00,2291.73
9300 - MORPHINE,NC,NORTH CAROLINA,272,272,5236.10,5055.71,5135.55,4924.97
9300 - MORPHINE,NC,NORTH CAROLINA,273,273,3462.61,3405.12,3453.69,3205.26
9300 - MORPHINE,NC,NORTH CAROLINA,274,274,2414.03,2327.84,2323.22,2332.38
9300 - MORPHINE,NC,NORTH CAROLINA,275,275,9146.41,8983.52,9217.63,9194.72
9300 - MORPHINE,NC,NORTH CAROLINA,276,276,3210.01,2985.52,2782.70,2869.99
9300 - MORPHINE,NC,NORTH CAROLINA,277,277,4202.41,2930.20,2941.66,3473.75
9300 - MORPHINE,NC,NORTH CAROLINA,278,278,5873.80,5540.60,5654.17,5498.56
9300 - MORPHINE,NC,NORTH CAROLINA,279,279,1917.58,1828.12,1987.65,2007.28
9300 - MORPHINE,NC,NORTH CAROLINA,280,280,6778.56,6533.43,6644.94,6306.52
9300 - MORPHINE,NC,NORTH CAROLINA,281,281,5836.37,5487.45,5485.37,5881.81
9300 - MORPHINE,NC,NORTH CAROLINA,282,282,4520.25,4448.61,4257.81,4132.62
9300 - MORPHINE,NC,NORTH CAROLINA,283,283,6520.25,6282.63,6579.41,6026.54
9300 - MORPHINE,NC,NORTH CAROLINA,284,284,5088.53,4900.20,5058.53,4732.32
9300 - MORPHINE,NC,NORTH CAROLINA,285,285,5621.39,5643.61,5799.90,5508.61
9300 - MORPHINE,NC,NORTH CAROLINA,286,286,8780.70,8694.12,8325.84,8098.12
9300 - MORPHINE,NC,NORTH CAROLINA,287,287,5250.10,5373.08,5483.56,5692.19
9300 - MORPHINE,NC,NORTH CAROLINA,288,288,2673.79,2664.81,2230.93,2377.75
